Name	Type	DatabaseType	GUID
AttributeModifierGiantCloud	FeatureDefinitionAttributeModifier	FeatureDefinition	651c46dc9c000dc45809ec755cfa8c5a
AttributeModifierGiantFire	FeatureDefinitionAttributeModifier	FeatureDefinition	68133255619b35248ac22d9caaf0c864
AttributeModifierGiantFrost	FeatureDefinitionAttributeModifier	FeatureDefinition	38a1a8b00c4c35e4384df250068f5ef2
AttributeModifierGiantHill	FeatureDefinitionAttributeModifier	FeatureDefinition	dd50fa1ef67802444b3720dddfcdd3e6
AttributeModifierGiantStrengthHillPermanent	FeatureDefinitionAttributeModifier	FeatureDefinition	8da1c13d67abeec42be5831b21493d78
AttributeModifierHalfElfAbilityScoreIncreaseCha	FeatureDefinitionAttributeModifier	FeatureDefinition	01876f0d401478c4f93226266203b5c0
AttributeModifierHalflingAbilityScoreIncrease	FeatureDefinitionAttributeModifier	FeatureDefinition	572006887bc6cc94e982dc0ed8e5d903
AttributeModifierHalflingIslandAbilityScoreIncrease	FeatureDefinitionAttributeModifier	FeatureDefinition	580823cc14dba644a9c966e8dd6c8228
AttributeModifierHalflingMarshAbilityScoreIncrease	FeatureDefinitionAttributeModifier	FeatureDefinition	8f0935b9b6f1e1e459e22dc6cf92227b
AttributeModifierHasted	FeatureDefinitionAttributeModifier	FeatureDefinition	3fca0e820a3d50e4aa9797bb72822089
AttributeModifierHeadbandOfIntellect	FeatureDefinitionAttributeModifier	FeatureDefinition	bbaca6648a030f34584abd9b3e1096e8
AttributeModifierHeraldOfBattle	FeatureDefinitionAttributeModifier	FeatureDefinition	b6b391db5bb106a4d9e9a88b7d005386
AttributeModifierHumanAbilityScoreIncrease	FeatureDefinitionAttributeModifier	FeatureDefinition	b0cd677e67d900d45aa4dc0ac9b1b707
AttributeModifierLifeDrained	FeatureDefinitionAttributeModifier	FeatureDefinition	1df87241987a91f46a0fed245bde9858
AttributeModifierMageArmor	FeatureDefinitionAttributeModifier	FeatureDefinition	725f993cc606597478aeb5119f9e2e29
AttributeModifierMartialChampionImprovedCritical	FeatureDefinitionAttributeModifier	FeatureDefinition	6e6f489cef90d6b4ebe16357f17daa56
AttributeModifierMartialMountainerTunnelFighter	FeatureDefinitionAttributeModifier	FeatureDefinition	f7390dd984e0b824b8860773f7d3339b
AttributeModifierOgrePowerPermanent	FeatureDefinitionAttributeModifier	FeatureDefinition	a01e90bb43a49a64ca4187bcc78fbfc1
AttributeModifierPaladinChannelDivinity	FeatureDefinitionAttributeModifier	FeatureDefinition	232941332e1bc024b864c5c22e618700
AttributeModifierPaladinExtraAttack	FeatureDefinitionAttributeModifier	FeatureDefinition	cea0d90119f9a6f45a7fffccea7de5ab
AttributeModifierPaladinHealingPoolBase	FeatureDefinitionAttributeModifier	FeatureDefinition	0ac70f256c400364fb2a799c043f10b2
AttributeModifierPaladinHealingPoolMultiplier	FeatureDefinitionAttributeModifier	FeatureDefinition	8c51f0da0e32a3341980bcd260753749
AttributeModifierRangerExtraAttack	FeatureDefinitionAttributeModifier	FeatureDefinition	d09c1238730338c449bb56bc81b4e039
AttributeModifierShielded	FeatureDefinitionAttributeModifier	FeatureDefinition	e2bdfbaee1dd9a745afee348167a143c
AttributeModifierShieldedByFaith	FeatureDefinitionAttributeModifier	FeatureDefinition	5a6adf8b35530e6438952758ee7b9d3d
AutoPreparedSpellsDomainBattle	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	7669d11841031e942af67f35475a09ed
AutoPreparedSpellsDomainElemental	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	ca56c9b9c8913784991e465e7697d664
AutoPreparedSpellsDomainInsight	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	82e4fdea01ccbfa46ac56cf2b7a6bdfc
AutoPreparedSpellsDomainLaw	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	5259ff08dc555b24b9100e337211e5a1
AutoPreparedSpellsDomainLife	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	33e933fdb9b0e9f4e978a611d8d82785
AutoPreparedSpellsDomainOblivion	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	70aea612117a3094ea3ff754b4b6eea8
AutoPreparedSpellsDomainSun	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	5ee45dc30fe00f64f8a40c890585f69d
AutoPreparedSpellsGreenmageGreenMagic	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	23a6a345c8a3a634c834c3e7e4abf19e
AutoPreparedSpellsOathOfDevotion	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	373823dbc1c894149871f2efb16a827d
AutoPreparedSpellsOathOfMotherland	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	a1be693f932dc9b44ac28509b715885d
AutoPreparedSpellsOathOfTirmar	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	87bf1aa4f87720b4e9c80525d148fb05
BonusCantripsDomainElementaCold	FeatureDefinitionBonusCantrips	FeatureDefinition	c2c0af9e41828fd4fae84000787aa451
BonusCantripsDomainElementaFire	FeatureDefinitionBonusCantrips	FeatureDefinition	4820a4af5166c4a41b5426a418d9b320
BonusCantripsDomainElementaLightning	FeatureDefinitionBonusCantrips	FeatureDefinition	579caec52e7e5af4d9c80e8459a0c286
BonusCantripsDomainOblivion	FeatureDefinitionBonusCantrips	FeatureDefinition	fc1c3d6a25c595345b526755aa21d799
BonusCantripsDomainSun	FeatureDefinitionBonusCantrips	FeatureDefinition	06126cf078446534e9bec57df2e2a522
CampAffinityDomainOblivionPeacefulRest	FeatureDefinitionCampAffinity	FeatureDefinition	82674c4f25c7fdb4a901085c44341f0a
CampAffinityElfTrance	FeatureDefinitionCampAffinity	FeatureDefinition	02e0f7bc4afeb2b43ab60ec0a048f5ae
CampAffinityFeatAcuteSenses	FeatureDefinitionCampAffinity	FeatureDefinition	5365e560c803cd846998c8a781d0e9ef
CampAffinityFeatFocusedSleeper	FeatureDefinitionCampAffinity	FeatureDefinition	700dbddba37dbe64e820acd53ce9d77f
CastSpellAcolyte	FeatureDefinitionCastSpell	FeatureDefinition	8d639295a14366e42ae33c10209e0820
CastSpellBerylStonebeard	FeatureDefinitionCastSpell	FeatureDefinition	0c49538160b4b934ea25560bd6fdf568
CastSpellCleric	FeatureDefinitionCastSpell	FeatureDefinition	94ac6d781469a6e49beff9d70c0d85f5
CastSpellCultFanatic	FeatureDefinitionCastSpell	FeatureDefinition	9347b84eb41d6b446bf3f57e7e11b43f
CastSpellElfHigh	FeatureDefinitionCastSpell	FeatureDefinition	af29de11ba0046743bc46559b557e32a
CastSpellGalar	FeatureDefinitionCastSpell	FeatureDefinition	effba9dffd56a5c4e871d2de56e92a42
CastSpellGoblinShaman	FeatureDefinitionCastSpell	FeatureDefinition	e102e0f4101119c459c52d25d734d43c
CastSpellHighPriest	FeatureDefinitionCastSpell	FeatureDefinition	226dc24114b703048be123ed9bf8f2bb
CastSpellHyeronimus	FeatureDefinitionCastSpell	FeatureDefinition	9d540ee1327b15d4e90bf68fa99efd66
CastSpellMage	FeatureDefinitionCastSpell	FeatureDefinition	8afaed95f1ec39d4d8aaaa347fdd12f4
CastSpellMardracht	FeatureDefinitionCastSpell	FeatureDefinition	445eb944034383a458c28f184c631197
CastSpellMartialSpellBlade	FeatureDefinitionCastSpell	FeatureDefinition	31c1daa99cbaf7146a5bd38bfafdbd36
CastSpellNecromancer	FeatureDefinitionCastSpell	FeatureDefinition	f97cdb7255e80f640bccd627d5841495
CastSpellNecromancer_BoneKeep	FeatureDefinitionCastSpell	FeatureDefinition	3af6682c9a7023f459ffcde7483e4aec
CastSpellOrcShaman	FeatureDefinitionCastSpell	FeatureDefinition	d34a370d0cb2b92429f929665df70cd8
CastSpellPaladin	FeatureDefinitionCastSpell	FeatureDefinition	803c9661a3804314cbe1cffaf61085ef
CastSpellPriest	FeatureDefinitionCastSpell	FeatureDefinition	460996b0983e62a4da7a8346e1909f7e
CastSpellRanger	FeatureDefinitionCastSpell	FeatureDefinition	05918b7597e4f764aa89440656991e1d
CastSpellShadowcaster	FeatureDefinitionCastSpell	FeatureDefinition	48dca36174f012e46a1c1a7ef190965e
CastSpellShockArcanist	FeatureDefinitionCastSpell	FeatureDefinition	062d4a570d452b743b224f79ad4a8e20
CastSpellSkeleton_Knight	FeatureDefinitionCastSpell	FeatureDefinition	b78f466c0c97fc34ab6dfa3388f35d01
CastSpellSkeletonSorcerer	FeatureDefinitionCastSpell	FeatureDefinition	24c248bcdcaca9b489e5eba46c9988ab
CastSpellSorr-Akkath_Acolyte_of_Sorr-Tarr	FeatureDefinitionCastSpell	FeatureDefinition	8131707d1a7e0ac40ab9b3503eeb04ef
CastSpellWizard	FeatureDefinitionCastSpell	FeatureDefinition	399373f8f5f9ede498cb06ca39268290
CombatAffinityBackfromTheDead1	FeatureDefinitionCombatAffinity	FeatureDefinition	537d90c3431b63a4b94ac6fb9b19a66f
CombatAffinityBackfromTheDead2	FeatureDefinitionCombatAffinity	FeatureDefinition	7e5ab2f782623a14d936bca8ac2e3aa2
CombatAffinityBackfromTheDead3	FeatureDefinitionCombatAffinity	FeatureDefinition	d16b5416e14d07244b4457ad5420a77d
CombatAffinityBackfromTheDead4	FeatureDefinitionCombatAffinity	FeatureDefinition	6b87f318e42fe4240b5d244d7475261e
CombatAffinityBaned	FeatureDefinitionCombatAffinity	FeatureDefinition	91a5ae107d79d784c82f1c9f1b93d144
CombatAffinityBlessed	FeatureDefinitionCombatAffinity	FeatureDefinition	dfb4c85b4bcf8ea46822f0996ead93af
CombatAffinityBlessingSorrtarr	FeatureDefinitionCombatAffinity	FeatureDefinition	e9ec0dc2a312acd4f9a4be68c7073fda
CombatAffinityBlinded	FeatureDefinitionCombatAffinity	FeatureDefinition	e91ffcd9df635c940a6db3fe07a27fd5
CombatAffinityBlurred	FeatureDefinitionCombatAffinity	FeatureDefinition	25cbeeebcfdcf5b4a828b5b3008096be
CombatAffinityChilledByTouch	FeatureDefinitionCombatAffinity	FeatureDefinition	378417ead595b484da0ed3beec18458e
CombatAffinityCursedByBestowCurseOnAttackRoll	FeatureDefinitionCombatAffinity	FeatureDefinition	be28f114aed7c854bb68b840105ebe7c
CombatAffinityDisengaging	FeatureDefinitionCombatAffinity	FeatureDefinition	9dda4a1eb70c8f94d9fb16a802947a2a
CombatAffinityDodging	FeatureDefinitionCombatAffinity	FeatureDefinition	99bdb95464039b045ab0d3035c4236d0
CombatAffinityEnfeebled	FeatureDefinitionCombatAffinity	FeatureDefinition	0fa938d5e8f4a4f40ad1e449cfd92cb5
CombatAffinityFeatSylvanArcher	FeatureDefinitionCombatAffinity	FeatureDefinition	0e6cc668b99205141a5f939da78efe87
CombatAffinityFlyby	FeatureDefinitionCombatAffinity	FeatureDefinition	a5d877d885f31944fbae4bbaa2bb5d6c
CombatAffinityForeknowledge	FeatureDefinitionCombatAffinity	FeatureDefinition	c28d61fd0287fd346963eba2136309cb
CombatAffinityFrightened	FeatureDefinitionCombatAffinity	FeatureDefinition	bd7a11317eacebb44966fa78e8b8f2dc
CombatAffinityHeavilyEncumbered	FeatureDefinitionCombatAffinity	FeatureDefinition	9d3875677d1894447af7807571aa8465
CombatAffinityHeavilyObscured	FeatureDefinitionCombatAffinity	FeatureDefinition	37285cb4ed0361e45aadf367f6e8c421
CombatAffinityInvisible	FeatureDefinitionCombatAffinity	FeatureDefinition	601ff29b2ae08de46a67c6a77af56855
CombatAffinityPackTactics	FeatureDefinitionCombatAffinity	FeatureDefinition	d220eabb22f6ae84f8aeea2c68077a93
CombatAffinityParalyzedAdvantage	FeatureDefinitionCombatAffinity	FeatureDefinition	fc0d09e5c5ffd4a40a1ddbc2c5bd7c1f
CombatAffinityParalyzedAutoCrit	FeatureDefinitionCombatAffinity	FeatureDefinition	370440ae8dc98be43b3efc2c839fc266
CombatAffinityPoisoned	FeatureDefinitionCombatAffinity	FeatureDefinition	44c97012ec61a4f42b380b291c9f3fce
CombatAffinityProneAttackerAway	FeatureDefinitionCombatAffinity	FeatureDefinition	074df5f74f9b0f94e84ef804b7d53420
CombatAffinityProneAttackerContact	FeatureDefinitionCombatAffinity	FeatureDefinition	57619ae8566c8f14ea049ef8aaa52187
CombatAffinityProneDefender	FeatureDefinitionCombatAffinity	FeatureDefinition	7a9070e36d361a14fb4dd02bd7d4438c
CombatAffinityProtectedFromEvil	FeatureDefinitionCombatAffinity	FeatureDefinition	671e2e203ec78ac4f9949bb2e21ecec9
CombatAffinityReckless	FeatureDefinitionCombatAffinity	FeatureDefinition	05d3dc488f6d46d44a6bdd081863e79d
CombatAffinityRestrained	FeatureDefinitionCombatAffinity	FeatureDefinition	dc755d1ea6b1ff0429ff9650d4a2d318
CombatAffinitySensitiveToLightImmunitySorakSaboteur	FeatureDefinitionCombatAffinity	FeatureDefinition	ccc8f421296fa02499dac58f44cc246e
CombatAffinityShadowMurder	FeatureDefinitionCombatAffinity	FeatureDefinition	c12cc5a4653e878489b15e4ecd43b6cb
CombatAffinityShadowTamerDarkSlayerHitHyperSensitive	FeatureDefinitionCombatAffinity	FeatureDefinition	e9ff7ea16c0ad764d8b3591c59dd9683
CombatAffinityShadowTamerDarkSlayerHitLightSensitive	FeatureDefinitionCombatAffinity	FeatureDefinition	34692e87dfc6ae141aa3676f3e328ee9
CombatAffinityStealthy	FeatureDefinitionCombatAffinity	FeatureDefinition	2f667d087401b6045a212d845c809c71
CombatAffinityStunnedAdvantage	FeatureDefinitionCombatAffinity	FeatureDefinition	9807e50c4ca97b24da1e0d66d7cf4431
CombatAffinityTargetedByGuidingBolt	FeatureDefinitionCombatAffinity	FeatureDefinition	40389bee32d2bd24f80b81c8666214ab
CombatAffinityTrueStrike	FeatureDefinitionCombatAffinity	FeatureDefinition	fbe1bf0aba1a9d54abeb4422b2480d90
CombatAffinityUnconscious	FeatureDefinitionCombatAffinity	FeatureDefinition	284d132385d43fa44a7ac5641b148a5a
ConditionAffinityBlindnessImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	0d2434c320408d74e9c8fa43ec0716b7
ConditionAffinityCharmImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	a631ef6239aa7764db463cf3f29d65fb
ConditionAffinityElfFeyAncestryCharm	FeatureDefinitionConditionAffinity	FeatureDefinition	fd5a2310e4752064c89dbc160c531b65
ConditionAffinityElfFeyAncestrySleep	FeatureDefinitionConditionAffinity	FeatureDefinition	404060024724e934ab81c8c33398cd57
ConditionAffinityExhaustionImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	9e9405220f0bbc24ca6cafa5fb2d6858
ConditionAffinityFrightenedHeroism	FeatureDefinitionConditionAffinity	FeatureDefinition	70c1758c5d0b4fb448cbcb6afda6f21f
ConditionAffinityFrightenedImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	561b7a96b31b8064e85df039829c050b
ConditionAffinityGrappledImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	c71d4f4faab7c754fbe9d52fa8ca428b
ConditionAffinityHalflingBrave	FeatureDefinitionConditionAffinity	FeatureDefinition	fe7490b0a47723c4998036a8c2dc5cce
ConditionAffinityLightSensitivityImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	ae665fd171204c74584b9807275c299a
ConditionAffinityParalyzedmmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	fb168e0f7aeed9c479746505d1df5da7
ConditionAffinityPetrifiedImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	7661e50eda0f67540b4bf452c5764ba1
ConditionAffinityPoisonImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	558b2de37dbf89341ab0ed6c445873a6
ConditionAffinityProneImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	abedf907fa238ce4c91865e7ab06c78d
ConditionAffinityProtectedFromEvilCharmImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	bf41fdbba71ead741a2031129b024627
ConditionAffinityProtectedFromEvilFrightenedImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	155b352dde8e8b540acf96463dda490a
ConditionAffinityProtectedFromEvilPossessedImmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	48b1d13b62aa1db4db7813dc142309aa
ConditionAffinityRestrainedmmunity	FeatureDefinitionConditionAffinity	FeatureDefinition	76af0d7e11d8bf6488233fd523d0616b
CraftingAffinityFeatMasterAlchemist	FeatureDefinitionCraftingAffinity	FeatureDefinition	cf54d8ef8f1436948884038c6480f789
CraftingAffinityFeatMasterEnchanter	FeatureDefinitionCraftingAffinity	FeatureDefinition	d45e878763c9c7f4a8d4c8158ec8d47c
CraftingAffinityLoremasterKeenMindCrafting	FeatureDefinitionCraftingAffinity	FeatureDefinition	f984cf1b01aaa78438c7e3bcfcbca32f
CriticalCharacter	FeatureDefinitionCriticalCharacter	FeatureDefinition	b5470fd4040cbd94c9cb4203c06a03ea
DamageAffinityAcidResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	10a85b220b55a28479e26b695ba7392d
DamageAffinityBludgeoningResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	956f9745b15c6904d87322861723d5c7
DamageAffinityBludgeoningResistanceExceptSilver	FeatureDefinitionDamageAffinity	FeatureDefinition	66a78867749d2a04a842e246d3c0fcdd
DamageAffinityBludgeoningVulnerability	FeatureDefinitionDamageAffinity	FeatureDefinition	189796af61e45a44d89d4c4fb7805a27
DamageAffinityColdResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	277b59ebffdc36946879acc4e946affd
DamageAffinityDebugInvicibleAcid	FeatureDefinitionDamageAffinity	FeatureDefinition	c75f4135da3368547b344f6a9d16cfcd
DamageAffinityDebugInvicibleBludgeoning	FeatureDefinitionDamageAffinity	FeatureDefinition	bcfdf3d31536f7a448930342492497dd
DamageAffinityDebugInvicibleCold	FeatureDefinitionDamageAffinity	FeatureDefinition	724064a72b635754ebaed8ab57947c0c
DamageAffinityDebugInvicibleFire	FeatureDefinitionDamageAffinity	FeatureDefinition	b2ff6f6056c464a4db8114cb3b27c449
DamageAffinityDebugInvicibleForce	FeatureDefinitionDamageAffinity	FeatureDefinition	8e63b678e8e1e8d43bb2d77fa649db82
DamageAffinityDebugInvicibleLightning	FeatureDefinitionDamageAffinity	FeatureDefinition	7591fe0fbf9efa54296c57aa81f5ea17
DamageAffinityDebugInvicibleNecrotic	FeatureDefinitionDamageAffinity	FeatureDefinition	2bbb8bdcfd3293848bef8378db3b015d
DamageAffinityDebugInviciblePiercing	FeatureDefinitionDamageAffinity	FeatureDefinition	65602475a8d0b0b41afd805dcae880a2
DamageAffinityDebugInviciblePoison	FeatureDefinitionDamageAffinity	FeatureDefinition	b416916a138627b4abc141a878a78a9a
DamageAffinityDebugInviciblePsychic	FeatureDefinitionDamageAffinity	FeatureDefinition	9448ed59898dcbd47b5b905e20752388
DamageAffinityDebugInvicibleRadiant	FeatureDefinitionDamageAffinity	FeatureDefinition	574f3a5abbe904e4a8bf033cc7d24ec8
DamageAffinityDebugInvicibleSlashing	FeatureDefinitionDamageAffinity	FeatureDefinition	8c9827c5634bf2541a7d64fb76bae741
DamageAffinityDebugInvicibleThunder	FeatureDefinitionDamageAffinity	FeatureDefinition	75dce1e64956469499aefc6a8a120211
DamageAffinityDiscipleColdImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	c069176f70e12d341badecad57fdd3eb
DamageAffinityDiscipleFireImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	9a5c86b7d33a9ef4cb0c4319e11f2c89
DamageAffinityDiscipleLightningImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	bc92d8457bdab1e45a3685875aeb13ac
DamageAffinityDomainElementaColdPrimalHarmony	FeatureDefinitionDamageAffinity	FeatureDefinition	d3f359c90a25de444b4ada5a85957c7c
DamageAffinityDomainElementaFirePrimalHarmony	FeatureDefinitionDamageAffinity	FeatureDefinition	32be9b0039f530740b3549dae474ee2c
DamageAffinityDomainElementaLightningPrimalHarmony	FeatureDefinitionDamageAffinity	FeatureDefinition	1cf46254ceecccb459949478e1cd60bf
DamageAffinityDwarfResilience	FeatureDefinitionDamageAffinity	FeatureDefinition	33adf87f49e8adb4fb1a75f89972ec54
DamageAffinityFireResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	65d64edf05bfa284999522d4c5375d17
DamageAffinityForceDamageResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	4255cfeca2edc0643bc2b1897930a815
DamageAffinityGhastNecroticImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	0c4d40bf6e1946143bae2746a57972b3
DamageAffinityLightningResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	443d9129d7904f14b8d9977881f95c08
DamageAffinityNecroticResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	ee5f1fbda4f516844b493f08fdd4fb5a
DamageAffinityPiercingResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	b6c93ec66a0ec9747b5c02f9db3091ff
DamageAffinityPiercingResistanceExceptSilver	FeatureDefinitionDamageAffinity	FeatureDefinition	fa71e37e58fbd56409bc84a157812537
DamageAffinityPiercingVulnerability	FeatureDefinitionDamageAffinity	FeatureDefinition	7479235d736f37c4090f536b604d52bf
DamageAffinityPoisonImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	7f47b64e57ec7b247acaa220a510b131
DamageAffinityPoisonResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	acd13ccc3c05d474a8a4472b0cc01a75
DamageAffinityPoisonVulnerability	FeatureDefinitionDamageAffinity	FeatureDefinition	1f4da97aa99c0ce4fbe1a03391454034
DamageAffinityRadiantVulnerability	FeatureDefinitionDamageAffinity	FeatureDefinition	01bd31ce63af3f345aa7413f584359b6
DamageAffinitySlashingResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	2345f12303c12854fad8b09556da53d6
DamageAffinitySlashingResistanceExceptSilver	FeatureDefinitionDamageAffinity	FeatureDefinition	225f3571dfe75434e9db0b3fe2088d18
DamageAffinitySorakAbomination_SlashingResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	f38fe55e17441bd4791f5fc00928babc
DamageAffinityThunderResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	510045c677352854ca27ebea37c85d02
DeathSavingThrowAffinityBeaconOfHope	FeatureDefinitionDeathSavingThrowAffinity	FeatureDefinition	082130537655d7447865f52e8c19d5b1
DeathSavingThrowAffinityFeatHardToKill	FeatureDefinitionDeathSavingThrowAffinity	FeatureDefinition	0640a21e593d1bc4c920290304ab2279
DeathSavingThrowAffinityGateKeeper	FeatureDefinitionDeathSavingThrowAffinity	FeatureDefinition	5a3b2bfa746462d45be5c3a6296b0dab
DieRollModifierCaerLemMonsterInitiativeFirst	FeatureDefinitionDieRollModifier	FeatureDefinition	1bbe0e6e42b118340aba030655b3057d
DieRollModifierFightingStyleGreatWeapon	FeatureDefinitionDieRollModifier	FeatureDefinition	3ae18874ff75d95478c32afeb9ca144e
DieRollModifierHalfingLucky	FeatureDefinitionDieRollModifier	FeatureDefinition	8b06899d2a893244fabe45430b25530d
DieRollModifierHyeronimusAttackRollCritical	FeatureDefinitionDieRollModifier	FeatureDefinition	a64e3a101d38aaa49bb928ed62102b69
DieRollModifierPlayerInitiativeFirstHyeronimus	FeatureDefinitionDieRollModifier	FeatureDefinition	3b793ff41b3302c41adfbe00e38686d4
DieRollModifierTutorialLiamAttackRollDisadvantage	FeatureDefinitionDieRollModifier	FeatureDefinition	c2bcde0bd84e68448b6bbb4a402e426e
DieRollModifierTutorialPlayerAbilityCheckAdvantage	FeatureDefinitionDieRollModifier	FeatureDefinition	65e164f6574b33f4091403fe81bcfdca
DieRollModifierTutorialPlayerAttackRollAdvantage	FeatureDefinitionDieRollModifier	FeatureDefinition	2e39f23650060634d8808c300ddc5fd0
DieRollModifierTutorialPlayerAttackRollCritical	FeatureDefinitionDieRollModifier	FeatureDefinition	43b7ad96a66f46646a2c4b2024273763
DieRollModifierTutorialPlayerInitiativeFirst	FeatureDefinitionDieRollModifier	FeatureDefinition	4d4d730b1894fc44e929ed09b9b51b96
DieRollModifierTutorialWolfAbilityCheckPenalty	FeatureDefinitionDieRollModifier	FeatureDefinition	1f630a96cceeff74f88b61d945708a60
DieRollModifierTutorialWolfAlphaAttack	FeatureDefinitionDieRollModifier	FeatureDefinition	3adf62ec481df34419e1745d04f024ec
DieRollModifierTutorialWolfAlphaDamage	FeatureDefinitionDieRollModifier	FeatureDefinition	d1951c6545c4cb34ebcc0109f2651856
DieRollModifierTutorialWolfDamagePenalty	FeatureDefinitionDieRollModifier	FeatureDefinition	34d7d2db741a2e641a78c4db00ce7bed
DieRollModifierTutorialWolfInitiativeLast	FeatureDefinitionDieRollModifier	FeatureDefinition	6530e24d46c6e004295a08fb56c9a760
DieRollModifierTutorialWolfSavingThrowAndAttackRollPenalty	FeatureDefinitionDieRollModifier	FeatureDefinition	474bf6afc5d2be046a0156354e72156b
EquipmentAffinityBullsStrength	FeatureDefinitionEquipmentAffinity	FeatureDefinition	3ddaa7e3fc93a2a439269c22a9a9cd33
EquipmentAffinityFeatHauler	FeatureDefinitionEquipmentAffinity	FeatureDefinition	402bfd137c189124e8a6fe41af316308
FactionAffinityAntiquarians	FeatureDefinitionFactionAffinity	FeatureDefinition	c32fe5a697f0a4a4b9790d01eaece3e8
FactionAffinityTowerOfKnowledge	FeatureDefinitionFactionAffinity	FeatureDefinition	b920145ce5806b1409090f0433e40c4d
FactionChangeConditionCharmedByCaster	FeatureDefinitionFactionChange	FeatureDefinition	ecdb296a421d38a419c857de7bb52152
FactionChangeConditionMindControlledByCaster	FeatureDefinitionFactionChange	FeatureDefinition	0f0177cb13831b54fa8b2a21d336b6d8
FeatureSetAbilityScoreChoice	FeatureDefinitionFeatureSet	FeatureDefinition	0f791ae5a6ffdc742be023184a115e1d
FeatureSetClericRitualCasting	FeatureDefinitionFeatureSet	FeatureDefinition	b5f687fa97a0be94a95197f0929ee304
FeatureSetDomainLawCommandingPresence	FeatureDefinitionFeatureSet	FeatureDefinition	b3e77cd19c947d64e980c0adff724b2d
FeatureSetDomainLawUnyieldingEnforcer	FeatureDefinitionFeatureSet	FeatureDefinition	877d7444fad748343be83f208ea292bb
FeatureSetElfFeyAncestry	FeatureDefinitionFeatureSet	FeatureDefinition	c123d2bc2667e7641a5b5bc9fdd94512
FeatureSetElfHighLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	752c07b8faab19c43af3b28543d9f15d
FeatureSetElfSylvanLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	01dc3c08b4f35e647a5593d87623f040
FeatureSetGreenmageWardenOfTheForest	FeatureDefinitionFeatureSet	FeatureDefinition	35a05f7d212f7c24cb9dc108b3e2a9e0
FeatureSetHalfElfAbilityScoreIncrease	FeatureDefinitionFeatureSet	FeatureDefinition	38424c7fca90b024cb6fb8355d62b61d
FeatureSetHalfElfLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	3219c863ddf6e214dafa891d17e97375
FeatureSetHalflingIslandLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	619ddc92dc3043142be08e25640a2396
FeatureSetHalflingMarshLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	5c6b5b13bc2694647b4f31784481f089
FeatureSetHumanAbilityScoreChoice	FeatureDefinitionFeatureSet	FeatureDefinition	cf917e96ff1449641a5fc53d18ede7b8
FeatureSetHumanAbilityScoreIncreaseAdvanced	FeatureDefinitionFeatureSet	FeatureDefinition	f7e9682734a0c9547963a3aa9ccb15c2
FeatureSetHumanLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	6e66fbb7e912e664db535ce59f1f12be
FeatureSetHunterHuntersPrey	FeatureDefinitionFeatureSet	FeatureDefinition	3ea5b9dedb33e7f44939a9e8692cecb4
